id,subject,chapter,topic,question,optionA,optionB,optionC,optionD,answer,explanation
phy_adv_080,Physics,EM Waves,Propagation,Mobile communication (~GHz) uses:,Ionospheric reflection,Ground wave,Tropospheric line-of-sight,Submarine cable,C,Microwaves are line-of-sight Common trap: picking a value close to the correct one without applying the formula.
phy_adv_081,Physics,Modern,De Broglie,Electron wavelength increases when its momentum:,Increases,Decreases,Same,Becomes zero,B,λ=h/p Common trap: picking a value close to the correct one without applying the formula.
phy_adv_082,Physics,Modern,Uncertainty,Reducing position uncertainty increases momentum uncertainty because:,h changes,Measurement error,Wave–particle duality,Heisenberg principle,D,Δx·Δp≥ħ/2 Common trap: picking a value close to the correct one without applying the formula.
phy_adv_083,Physics,Modern,X-rays,Increasing accelerating voltage in X-ray tube causes minimum wavelength to:,Increase,Decrease,Unchanged,Random,B,λ_min∝1/V Common trap: picking a value close to the correct one without applying the formula.
phy_adv_084,Physics,Nuclear,Binding Energy,A nucleus with highest binding energy per nucleon is most:,Unstable,Stable,Radioactive,Reactive,B,Greater binding ⇒ more stable Common trap: picking a value close to the correct one without applying the formula.
phy_adv_085,Physics,Semiconductors,LED,LEDs emit light when:,Reverse biased,Forward biased,At breakdown,Unbiased,B,Radiative recombination in forward bias Common trap: picking a value close to the correct one without applying the formula.
phy_adv_086,Physics,Measurements,Systematic Error,Zero error in a vernier caliper is a:,Random error,Systematic error,Statistical fluctuation,None,B,Biases all readings Common trap: picking a value close to the correct one without applying the formula.
phy_adv_087,Physics,Mechanics,Power,A person runs upstairs quickly vs slowly to same height. Work done is same but:,Power same,Power greater when quick,Power greater when slow,Power zero,B,Work/time ⇒ larger power for shorter time Common trap: picking a value close to the correct one without applying the formula.
phy_adv_088,Physics,Mechanics,Terminal Speed,A skydiver reaches terminal speed when:,Weight>drag,Drag>weight,Weight=drag,Weight=0,C,Net force=0 ⇒ constant v Common trap: picking a value close to the correct one without applying the formula.
phy_adv_089,Physics,Optics,Fiber,Optical fibers guide light mainly via:,Refraction,Diffraction,Total internal reflection,Scattering,C,Core–cladding TIR Common trap: picking a value close to the correct one without applying the formula.
phy_adv_090,Physics,Waves,Stationary Waves,"In a string with both ends fixed, the ends are always:",Antinodes,Nodes,Random,Switching,B,Displacement forced to zero Common trap: picking a value close to the correct one without applying the formula.
phy_adv_091,Physics,Electricity,RC Circuit,A charged capacitor discharged through R. Voltage falls exponentially because:,Ohm’s law fails,Constant current,Proportional to remaining charge,Magnetic losses,C,dQ/dt∝Q ⇒ exponential decay Common trap: picking a value close to the correct one without applying the formula.
phy_adv_092,Physics,AC,Power Factor,"In an inductive load, power factor is:",1,Leading,Lagging,Zero,C,Current lags voltage Common trap: picking a value close to the correct one without applying the formula.
phy_adv_093,Physics,Capacitance,Energetics,Energy stored in a capacitor at voltage V is:,CV,½CV²,½V/C,V²C,B,U=½CV² Common trap: picking a value close to the correct one without applying the formula.
phy_adv_094,Physics,Relativity,Time Dilation,A fast-moving clock runs:,Faster,Slower,Same,Random,B,Time dilates ⇒ slower Common trap: picking a value close to the correct one without applying the formula.
phy_adv_095,Physics,Relativity,Mass–Energy,Converting 1 mg of mass entirely to energy yields:,9 J,900 J,9×10¹⁰ J,9×10¹⁶ J,C,E=mc²=10⁻⁶×(3×10⁸)²≈9×10¹⁰ J Common trap: picking a value close to the correct one without applying the formula.
phy_adv_096,Physics,Gravitation,Escape,Escape speed on a planet depends on:,Mass only,Radius only,GM/R,Atmosphere,C,ve=√(2GM/R) Common trap: picking a value close to the correct one without applying the formula.
phy_adv_097,Physics,Mechanics,Non-Inertial,"In a turning bus, passengers feel thrown outward due to:",Real outward force,Inertia in curved motion,Air pressure,Centripetal push,B,Tendency to maintain straight-line motion Common trap: picking a value close to the correct one without applying the formula.
phy_adv_098,Physics,Thermal,Engines,No heat engine can be 100% efficient because:,Friction only,Third law,Second law forbids it,Materials melt,C,Some heat must be rejected Common trap: picking a value close to the correct one without applying the formula.
phy_adv_099,Physics,Optics,Gratings,Resolving two close spectral lines improves by:,Decreasing slits,Increasing number of slits,Using wider slits,Using white light,B,R∝N (number of slits) Common trap: picking a value close to the correct one without applying the formula.
phy_adv_100,Physics,EM Waves,Maxwell,EM waves are produced by:,Stationary charges,Changing electric or magnetic fields only,Accelerating charges/changing fields,Steady currents,C,Time-varying fields/accelerating charges radiate Common trap: picking a value close to the correct one without applying the formula.
chem_adv_001,Chemistry,Physical Chemistry,Thermodynamics,Ice melts at constant temperature even while heat is supplied because the heat is used to:,Increase temperature,Do expansion work,Increase entropy only,Overcome intermolecular forces (latent heat),D,Latent heat breaks the lattice without raising T Common trap: picking a value close to the correct one without applying the formula.
chem_adv_002,Chemistry,Physical Chemistry,Equilibrium,Increasing pressure shifts N₂(g)+3H₂(g)⇌2NH₃(g) towards:,Left,Right,No change,Depends on catalyst,B,Fewer moles on product side Common trap: picking a value close to the correct one without applying the formula.
chem_adv_003,Chemistry,Physical Chemistry,Kinetics,A catalyst increases rate by:,Increasing ΔH,Providing alternate pathway with lower Ea,Changing equilibrium constant,Increasing reactant energy,B,Lowers activation energy Common trap: picking a value close to the correct one without applying the formula.
chem_adv_004,Chemistry,Physical Chemistry,Electrochemistry,Zn in CuSO₄ solution gets coated with Cu because:,Zn²⁺ reduces to Zn,Cu²⁺ reduces to Cu on Zn surface,Cu oxidizes to Cu²⁺,SO₄²⁻ oxidizes,B,More reactive Zn displaces Cu²⁺ Common trap: picking a value close to the correct one without applying the formula.
chem_adv_005,Chemistry,Physical Chemistry,Solutions,Adding salt to ice lowers its freezing point due to:,Collegative elevation,Colligative depression of freezing point,Raoult’s deviation,Electrolytic effect,B,ΔTf=i·Kf·m Common trap: picking a value close to the correct one without applying the formula.
chem_adv_006,Chemistry,Organic Chemistry,Hydrocarbons,Bromine water is decolorized rapidly by:,Alkane,Alkene,Aromatic alkane,Alcohol,B,Electrophilic addition to C=C Common trap: picking a value close to the correct one without applying the formula.
chem_adv_007,Chemistry,Organic Chemistry,Alcohols,Lucas test differentiates alcohol classes based on:,Boiling point,Reactivity via carbocation formation,Acidity,Basicity,B,3°>2°>1° via SN1 turbidity Common trap: picking a value close to the correct one without applying the formula.
chem_adv_008,Chemistry,Organic Chemistry,Ald/Ket,Tollens’ reagent gives silver mirror with:,Ketones only,Aldehydes and α-hydroxy ketones,Aldehydes only,All alcohols,B,Also oxidizes α-hydroxy ketones Common trap: picking a value close to the correct one without applying the formula.
chem_adv_009,Chemistry,Organic Chemistry,Carboxylic Acids,Ethanoic acid reacts with Na₂CO₃ to evolve:,H₂,O₂,CO₂,Cl₂,C,Acid + carbonate ⇒ CO₂ Common trap: picking a value close to the correct one without applying the formula.
chem_adv_010,Chemistry,Inorganic Chemistry,Periodic Trends,Atomic radius decreases across a period mainly because:,Shielding increases,Nuclear charge increases,Mass decreases,Isotopes vary,B,Effective nuclear charge pulls electrons Common trap: picking a value close to the correct one without applying the formula.
chem_adv_011,Chemistry,Inorganic Chemistry,S-block,Sodium reacts with water to give:,Na₂O only,NaOH + H₂,NaCl,Na₂CO₃,B,2Na+2H₂O→2NaOH+H₂ Common trap: picking a value close to the correct one without applying the formula.
chem_adv_012,Chemistry,Inorganic Chemistry,Transition Metals,KMnO₄ is purple due to:,d–d transitions only,Charge-transfer transitions only,Both d–d and charge-transfer,None,D,Color often dominated by charge transfer Common trap: picking a value close to the correct one without applying the formula.
chem_adv_013,Chemistry,Inorganic Chemistry,Coordination,Deep-blue [Cu(NH₃)₄]²⁺ arises from:,Ligand-to-metal charge transfer,Metal oxidation,Ammonia oxidation,Hydrolysis,A,d–d and CT transitions; vivid color via CT Common trap: picking a value close to the correct one without applying the formula.
chem_adv_014,Chemistry,Inorganic Chemistry,Metallurgy,Froth flotation is mainly used for:,Oxide ores,Sulphide ores,Halides,Carbonates,B,Hydrophobic sulphide particles attach to froth Common trap: picking a value close to the correct one without applying the formula.
chem_adv_015,Chemistry,Organic Chemistry,Polymers,"Nylon-6 vs Nylon-6,6 are formed from:",Adipic acid+HMD vs caprolactam,Caprolactam vs styrene,Terephthalic acid vs ethylene,Bakelite monomers,A,"Nylon-6,6 (condensation) vs Nylon-6 (ring opening) Common trap: picking a value close to the correct one without applying the formula."
chem_adv_016,Chemistry,Physical Chemistry,Thermodynamics,"For a spontaneous process at constant T,P, ΔG is:",>0,<0,0,Unrelated,B,ΔG<0 indicates spontaneity Common trap: picking a value close to the correct one without applying the formula.
chem_adv_017,Chemistry,Physical Chemistry,Thermochemistry,Enthalpy of neutralization of strong acid–base pairs is nearly constant because:,Water forms similarly,Acid strength identical,Bases identical,Endothermic hydration,A,Net reaction H⁺+OH⁻→H₂O Common trap: picking a value close to the correct one without applying the formula.
chem_adv_018,Chemistry,Physical Chemistry,Phase Rule,"At the triple point of water, degrees of freedom F are:",0,1,2,3,A,F=C−P+2=1−3+2=0 Common trap: picking a value close to the correct one without applying the formula.
chem_adv_019,Chemistry,Physical Chemistry,Colligative,Boiling point elevation depends on:,Solute identity only,Number of solute particles,Solvent density,Solute color,B,Colligative property depends on i·m Common trap: picking a value close to the correct one without applying the formula.
chem_adv_020,Chemistry,Physical Chemistry,Surface Chemistry,A positive adsorption of a gas on charcoal with increasing pressure indicates:,Chemisorption only,Physisorption only,Either,Neither,C,Both can increase with pressure; isotherms diagnose Common trap: picking a value close to the correct one without applying the formula.
chem_adv_021,Chemistry,Organic Chemistry,SN1/SN2,Tertiary halides usually undergo SN1 because:,Steric hindrance small,Stable carbocation forms,Backside attack easy,Solvent independent,B,3° C⁺ stabilized by hyperconjugation/inductive Common trap: picking a value close to the correct one without applying the formula.
chem_adv_022,Chemistry,Organic Chemistry,Orientation,Nitration of toluene gives mostly ortho/para because CH₃ is:,Meta director,Deactivator,Ortho/para director,Leaving group,C,+I and hyperconjugation activate o/p Common trap: picking a value close to the correct one without applying the formula.
chem_adv_023,Chemistry,Organic Chemistry,Markovnikov,"In HBr addition to propene (no peroxides), Br adds to:",Terminal carbon,Middle carbon,Either equally,No reaction,B,Markovnikov: Br to more substituted C Common trap: picking a value close to the correct one without applying the formula.
chem_adv_024,Chemistry,Organic Chemistry,Anti-Markovnikov,HBr addition to alkenes in presence of peroxides gives:,Markovnikov product,Anti-Markovnikov product,No addition,Polymer,B,Free-radical mechanism reverses orientation Common trap: picking a value close to the correct one without applying the formula.
chem_adv_025,Chemistry,Organic Chemistry,Oxidation,"KMnO₄ (hot, acidic) oxidizes a side chain on benzene to:",Aldehyde,Alcohol,Carboxylic acid,Alkane,C,Benzylic oxidation all the way to –COOH Common trap: picking a value close to the correct one without applying the formula.
chem_adv_026,Chemistry,Inorganic Chemistry,Boranes,BF₃ acts as a:,Bronsted acid,Lewis acid,Lewis base,Bronsted base,B,Electron deficient; accepts lone pairs Common trap: picking a value close to the correct one without applying the formula.
chem_adv_027,Chemistry,Inorganic Chemistry,Oxides,Al₂O₃ is amphoteric because it:,Is only basic,Is only acidic,Reacts with both acids and bases,Is neutral,C,Amphoteric behaviour Common trap: picking a value close to the correct one without applying the formula.
chem_adv_028,Chemistry,Inorganic Chemistry,Coordination Number,[Ni(CN)₄]²⁻ is square planar due to:,sp³ hybridization,dsp² hybridization,sp² hybridization,sp hybridization,B,Strong field CN⁻ → dsp² Common trap: picking a value close to the correct one without applying the formula.
chem_adv_029,Chemistry,Inorganic Chemistry,CFSE,High-spin vs low-spin complexes differ due to:,Metal mass,Ligand field strength,Oxidation state only,Solvent,Ligand field strength,Strong-field ligands pair electrons → low spin Common trap: picking a value close to the correct one without applying the formula.
chem_adv_030,Chemistry,Inorganic Chemistry,Valency,Variable valency common in transition metals due to:,ns and (n−1)d energies similar,ns only involved,p electrons only,s–p mixing,A,Close energies allow multiple oxidation states Common trap: picking a value close to the correct one without applying the formula.
chem_adv_031,Chemistry,Physical Chemistry,Electrochemistry,Cell emf increases when product concentrations:,Increase,Decrease,Unaffected,Either,B,Nernst: E=E°−(0.059/n)logQ Common trap: picking a value close to the correct one without applying the formula.
chem_adv_032,Chemistry,Physical Chemistry,Electrolytic Cells,"During electrolysis of NaCl(aq), gas at cathode is:",Cl₂,O₂,H₂,CO₂,C,Water reduces to H₂ at cathode Common trap: picking a value close to the correct one without applying the formula.
chem_adv_033,Chemistry,Physical Chemistry,Conductance,Molar conductance of strong electrolytes increases on dilution due to:,Ionization increase,Interionic attraction decrease,Hydration,Electrode area,B,Less ion–ion interaction Common trap: picking a value close to the correct one without applying the formula.
chem_adv_034,Chemistry,Physical Chemistry,Kinetics,Arrhenius plot ln k vs 1/T is linear because:,Ea constant,ΔH constant,ΔS constant,ΔG constant,A,ln k = ln A − Ea/RT Common trap: picking a value close to the correct one without applying the formula.
chem_adv_035,Chemistry,Physical Chemistry,Adsorption,Physisorption decreases with temperature whereas chemisorption often increases because:,Entropy effect,Activation energy requirement for chemisorption,Instrumental artifact,None,B,Chemisorption needs activation energy Common trap: picking a value close to the correct one without applying the formula.
chem_adv_036,Chemistry,Organic Chemistry,Aldol,Aldol condensation requires:,α-H containing carbonyl,Carboxylic acids,Peroxides,Radicals,A,Base removes α-H to form enolate Common trap: picking a value close to the correct one without applying the formula.
chem_adv_037,Chemistry,Organic Chemistry,Carbocations,Stability order is:,1°>2°>3°,3°>2°>1°,2°>3°>1°,Allylic<1°<3°,B,Hyperconjugation and +I stabilize 3° Common trap: picking a value close to the correct one without applying the formula.
chem_adv_038,Chemistry,Organic Chemistry,EAS,Nitration of nitrobenzene gives predominantly:,Ortho,Meta,Para,Equal,B,–NO₂ is meta-directing deactivator Common trap: picking a value close to the correct one without applying the formula.
chem_adv_039,Chemistry,Organic Chemistry,Carboxylic acids,Acid strength order (p-NO₂-benzoic) vs (benzoic) vs (p-CH₃-benzoic):,NO₂<Benzoic<CH₃,CH₃<Benzoic<NO₂,Benzoic<CH₃<NO₂,Benzoic<NO₂<CH₃,B,NO₂ withdraws ⇒ strongest acid; CH₃ donates ⇒ weakest Common trap: picking a value close to the correct one without applying the formula.
chem_adv_040,Chemistry,Organic Chemistry,Phenols,Phenol is more acidic than ethanol due to:,Inductive effect only,Resonance stabilization of phenoxide,Hydrogen bonding,Solvation,B,Delocalization of negative charge Common trap: picking a value close to the correct one without applying the formula.
chem_adv_041,Chemistry,Inorganic Chemistry,Halogens,F₂ is strongest oxidizer among halogens because of:,Largest size,Highest electron affinity,Weak F–F bond and high E°,High polarizability,C,Weak bond + high reduction potential Common trap: picking a value close to the correct one without applying the formula.
chem_adv_042,Chemistry,Inorganic Chemistry,Nitrogen,Ammonia is a better ligand than water due to:,π-donation only,Stronger σ-donation lone pair,Hydrogen bonding,Size,B,NH₃ lone pair donates strongly Common trap: picking a value close to the correct one without applying the formula.
chem_adv_043,Chemistry,Inorganic Chemistry,Hard–Soft,Hg²⁺ binds strongly to:,Hard bases only,Soft bases (S donors),Only water,Only oxygen donors,B,HSAB: soft–soft preference Common trap: picking a value close to the correct one without applying the formula.
chem_adv_044,Chemistry,Inorganic Chemistry,Hydrates,Blue vitriol is:,CuSO₄·5H₂O,FeSO₄·7H₂O,CuSO₄·7H₂O,CuSO₄ (anhydrous),A,Copper(II) sulfate pentahydrate Common trap: picking a value close to the correct one without applying the formula.
chem_adv_045,Chemistry,Physical Chemistry,Colligative,"For same molality, electrolytes cause larger ΔTf than nonelectrolytes because:",Higher molar mass,Van’t Hoff factor i>1,Better solubility,Hydration,B,More particles after dissociation Common trap: picking a value close to the correct one without applying the formula.
chem_adv_046,Chemistry,Physical Chemistry,Thermo,At equilibrium ΔG equals:,<0,>0,0,Unrelated,C,Equilibrium condition: ΔG=0 Common trap: picking a value close to the correct one without applying the formula.
chem_adv_047,Chemistry,Physical Chemistry,Entropy,Dissolving salt in water generally increases entropy because:,Volume decreases,Order increases,Number of microstates increases,Energy decreases,C,Greater dispersal of particles Common trap: picking a value close to the correct one without applying the formula.
chem_adv_048,Chemistry,Physical Chemistry,Le Chatelier,Removing NH₃ from Haber reactor continuously:,Shifts left,Shifts right,No effect,Stops reaction,B,Removing product drives formation Common trap: picking a value close to the correct one without applying the formula.
chem_adv_049,Chemistry,Physical Chemistry,Buffer,A buffer resists pH change because it contains:,Strong acid/base only,Equimolar weak acid and its conjugate base,Only water,Only salt,B,Common ion maintains ratio in Henderson–Hasselbalch Common trap: picking a value close to the correct one without applying the formula.
chem_adv_050,Chemistry,Physical Chemistry,Solubility,Adding common ion decreases solubility of sparingly soluble salt due to:,Salt hydrolysis,Common ion effect,Temperature drop,Pressure change,B,Shifts dissolution equilibrium left Common trap: picking a value close to the correct one without applying the formula.
chem_adv_051,Chemistry,Organic Chemistry,Stereochem,Cis-2-butene vs trans-2-butene stability: trans is more stable due to:,Hyperconjugation less,Steric hindrance less,Higher torsion,Higher polarity,B,Trans reduces steric repulsion Common trap: picking a value close to the correct one without applying the formula.
chem_adv_052,Chemistry,Organic Chemistry,Isomerism,Optical isomerism requires:,Chiral center or chirality,Double bond,Planar ring,Metals only,A,Non-superposable mirror images Common trap: picking a value close to the correct one without applying the formula.
chem_adv_053,Chemistry,Organic Chemistry,Ethers,Anisole (methoxybenzene) undergoes:,Electrophilic substitution on ring,Nucleophilic substitution on O,No reaction,Side-chain oxidation,A,–OCH₃ activates ring (o/p) Common trap: picking a value close to the correct one without applying the formula.
chem_adv_054,Chemistry,Organic Chemistry,Carb. acids,Acid chlorides are more reactive than acids because:,Better leaving group (Cl⁻),Less resonance,Weaker bonds,Non-polar,A,Acyl chloride has very good LG Common trap: picking a value close to the correct one without applying the formula.
chem_adv_055,Chemistry,Organic Chemistry,Amines,Aniline is less basic than ethylamine due to:,Resonance delocalization of lone pair,Greater inductive donation,Solvation,Protonation,A,Lone pair tied in aromatic ring Common trap: picking a value close to the correct one without applying the formula.
chem_adv_056,Chemistry,Inorganic Chemistry,D-block,Zn²⁺ compounds are usually colorless because:,d–d transitions strong,No unpaired d electrons (d¹⁰),Charge transfer absent,It’s s-block,B,d¹⁰ ⇒ no d–d transitions Common trap: picking a value close to the correct one without applying the formula.
chem_adv_057,Chemistry,Inorganic Chemistry,Coordination Isomerism,[Co(NH₃)₆][Cr(CN)₆] vs [Cr(NH₃)₆][Co(CN)₆] are:,Linkage isomers,Coordination isomers,Stereoisomers,Hydrates,B,Exchange of ligands between cation/anion complexes Common trap: picking a value close to the correct one without applying the formula.
chem_adv_058,Chemistry,Inorganic Chemistry,Linkage,NO₂⁻ binds via N (nitro) or O (nitrito). These are:,Coordination isomers,Geometric isomers,Linkage isomers,Optical isomers,C,"Same composition, different donor atom Common trap: picking a value close to the correct one without applying the formula."
chem_adv_059,Chemistry,Inorganic Chemistry,Crystal Field,Octahedral complex splitting produces:,t₂g lower & e_g higher,e_g lower & t₂g higher,No splitting,Same energy,A,Δ₀ splits d orbitals Common trap: picking a value close to the correct one without applying the formula.
chem_adv_060,Chemistry,Inorganic Chemistry,Metallurgy,Zone refining is best for:,Na,K,Ge/Si,Fe,C,Purifying semiconductors Common trap: picking a value close to the correct one without applying the formula.
chem_adv_061,Chemistry,Physical Chemistry,Electrochem,"In a galvanic cell, oxidation occurs at:",Cathode,Anode,Both,Neither,B,AN OX; RED CAT Common trap: picking a value close to the correct one without applying the formula.
chem_adv_062,Chemistry,Physical Chemistry,pH,A solution with [H⁺]=1×10⁻⁵ M has pH:,3,4,5,6,C,pH=5 Common trap: picking a value close to the correct one without applying the formula.
chem_adv_063,Chemistry,Physical Chemistry,Solubility Product,"If ionic product > Ksp, the solution is:",Unsaturated,Saturated,Supersaturated,Impossible,C,Precipitation possible Common trap: picking a value close to the correct one without applying the formula.
chem_adv_064,Chemistry,Physical Chemistry,Colligative,Ethylene glycol prevents freezing by:,Increasing vapor pressure,Lowering freezing point,Increasing freezing point,Forming ice crystals,B,Depression of freezing point Common trap: picking a value close to the correct one without applying the formula.
chem_adv_065,Chemistry,Physical Chemistry,Reaction Mechanism,Rate law determined by:,Overall stoichiometry,Slow step (rate-determining step),Fast equilibrium step,Product formation,B,RDS controls rate expression Common trap: picking a value close to the correct one without applying the formula.
chem_adv_066,Chemistry,Organic Chemistry,Grignard,Grignard reagents are prepared under anhydrous conditions because they:,Explode in air,React with water to give alkane,Do not react otherwise,Polymerize,B,RMgX + H₂O → RH Common trap: picking a value close to the correct one without applying the formula.
chem_adv_067,Chemistry,Organic Chemistry,Carbocation Rearr,Hydride shift occurs to form:,Less stable cation,More stable cation,Same stability,Radical,B,Rearrangements seek stability (3°>2°>1°) Common trap: picking a value close to the correct one without applying the formula.
chem_adv_068,Chemistry,Organic Chemistry,Pericyclic,Diels–Alder requires:,Allene,Conjugated diene + dienophile,Radicals,UV only,B,Concerted cycloaddition Common trap: picking a value close to the correct one without applying the formula.
chem_adv_069,Chemistry,Organic Chemistry,Tests,"2,4-DNP gives precipitate with:",Alcohols,Aldehydes/Ketones,Acids,Alkenes,B,Detects carbonyl compounds Common trap: picking a value close to the correct one without applying the formula.
chem_adv_070,Chemistry,Organic Chemistry,Carbohydrates,Glucose reduces Tollens’ reagent because it:,Is a ketose,Has free aldehydic form (open chain),Is polymeric,Is aromatic,B,Mutarotation yields aldehydic form Common trap: picking a value close to the correct one without applying the formula.
chem_adv_071,Chemistry,Inorganic Chemistry,P-block,SO₂ is:,Linear,Bent,Planar trigonal,Tetrahedral,B,Bent due to lone pair Common trap: picking a value close to the correct one without applying the formula.
chem_adv_072,Chemistry,Inorganic Chemistry,P-block,PCl₅ in gas phase has geometry:,Tetrahedral,Trigonal bipyramidal,Octahedral,Square planar,B,AX₅ ⇒ TBP Common trap: picking a value close to the correct one without applying the formula.
chem_adv_073,Chemistry,Inorganic Chemistry,S-block,CaO is:,Acidic,Basic,Amphoteric,Neutral,B,Basic oxide Common trap: picking a value close to the correct one without applying the formula.
chem_adv_074,Chemistry,Inorganic Chemistry,Hydrogen,Hardness of water due to:,Na⁺/K⁺,Mg²⁺/Ca²⁺,Cl⁻/Br⁻,SO₄²⁻ only,B,Alkaline earth ions Common trap: picking a value close to the correct one without applying the formula.
chem_adv_075,Chemistry,Inorganic Chemistry,Group Trends,Thermal stability of carbonates increases down group because:,Lattice energy increases,Polarizing power decreases,Anion size decreases,Cation size decreases,B,Larger cations polarize less Common trap: picking a value close to the correct one without applying the formula.
chem_adv_076,Chemistry,Physical Chemistry,Thermo,"For a reaction with ΔH>0 and ΔS>0, spontaneity occurs at:",Low T,High T,All T,Never,B,ΔG=ΔH−TΔS ⇒ negative at high T Common trap: picking a value close to the correct one without applying the formula.
chem_adv_077,Chemistry,Physical Chemistry,Raoult,Ideal solutions obey Raoult’s law because:,No enthalpy change on mixing,Strong H-bonding,Association,Electrolyte effect,A,"ΔH_mix≈0, ΔV_mix≈0 Common trap: picking a value close to the correct one without applying the formula."
chem_adv_078,Chemistry,Physical Chemistry,Phase Diagrams,Azeotropes boil at constant composition because:,Raoult fails completely,Vapor composition equals liquid composition,No vapor phase,Critical point reached,B,Minimum/maximum boiling azeotrope Common trap: picking a value close to the correct one without applying the formula.
chem_adv_079,Chemistry,Physical Chemistry,Order,First-order half-life depends on:,Initial concentration only,Rate constant only,Both,Temperature only,B,t½=0.693/k Common trap: picking a value close to the correct one without applying the formula.
chem_adv_080,Chemistry,Physical Chemistry,Catalysis,Enzyme catalysis is highly specific due to:,Lock-and-key active site,High temperature,Low pH,Cofactors only,A,Substrate fits active site Common trap: picking a value close to the correct one without applying the formula.
chem_adv_081,Chemistry,Organic Chemistry,Acidity,Acidity of carboxylic acids increases with:,Electron-donating groups,E-withdrawing substituents,Chain length,Branching,B,EWG stabilizes carboxylate Common trap: picking a value close to the correct one without applying the formula.
chem_adv_082,Chemistry,Organic Chemistry,Base Strength,Basicity order in gas phase for amines often:,3°>2°>1°>NH₃,1°>2°>3°>NH₃,NH₃>3°>2°>1°,All equal,A,Inductive effect dominates (no solvation) Common trap: picking a value close to the correct one without applying the formula.
chem_adv_083,Chemistry,Organic Chemistry,Aromatics,Friedel–Crafts acylation fails on nitrobenzene because:,Ring too reactive,Strongly deactivated ring,Cannot form acylium,AlCl₃ inactive,B,–NO₂ strongly deactivates Common trap: picking a value close to the correct one without applying the formula.
chem_adv_084,Chemistry,Organic Chemistry,Protecting Groups,Acids can be protected as:,Amides,Esters,Anhydrides,All,B,Esterify –COOH to protect Common trap: picking a value close to the correct one without applying the formula.
chem_adv_085,Chemistry,Organic Chemistry,Green Chem,Supercritical CO₂ is used as:,Catalyst,Green solvent,Oxidant,Reagent,B,Benign solvent alternative Common trap: picking a value close to the correct one without applying the formula.
chem_adv_086,Chemistry,Inorganic Chemistry,Redox,Disproportionation involves:,One species both oxidized & reduced,Two species exchange electrons,Only oxidation,Only reduction,A,Same element changes to two oxidation states Common trap: picking a value close to the correct one without applying the formula.
chem_adv_087,Chemistry,Inorganic Chemistry,Complex Stability,Chelates are more stable due to:,Entropy gain (chelate effect),Lower charge,Stronger metal,Hydration,A,Multidentate ligands increase stability Common trap: picking a value close to the correct one without applying the formula.
chem_adv_088,Chemistry,Inorganic Chemistry,Hydrogen Bond,Boiling point of HF higher than HCl because:,Stronger dispersion,Hydrogen bonding in HF,Greater molar mass,Acidity,B,H-bonding elevates b.p. Common trap: picking a value close to the correct one without applying the formula.
chem_adv_089,Chemistry,Inorganic Chemistry,Glass,Borosilicate glass resists thermal shock due to:,High Na₂O,High B₂O₃/SiO₂ network,High PbO,Crystals,B,Boron strengthens network Common trap: picking a value close to the correct one without applying the formula.
chem_adv_090,Chemistry,Inorganic Chemistry,Ore ID,Bauxite is ore of:,Fe,Cu,Al,Pb,C,Aluminum ore Common trap: picking a value close to the correct one without applying the formula.
chem_adv_091,Chemistry,Physical Chemistry,Acid–Base,A buffer of pH=pKa has:,[Base]=[Acid],[Base]=2[Acid],[Acid]=2[Base],No conjugates,A,H–H: pH=pKa+log([A⁻]/[HA]) Common trap: picking a value close to the correct one without applying the formula.
chem_adv_092,Chemistry,Physical Chemistry,Electrochem,Salt bridge function is to:,Complete metallic path,Maintain electrical neutrality,Increase emf,Decrease resistance,B,Allows ion flow to prevent charge buildup Common trap: picking a value close to the correct one without applying the formula.
chem_adv_093,Chemistry,Physical Chemistry,Colligative,Osmotic pressure is best for molar mass of:,Volatile liquids,Nonvolatile nonelectrolytes,Colloids only,Electrolytes only,B,"Π=CRT, measured at room T Common trap: picking a value close to the correct one without applying the formula."
chem_adv_094,Chemistry,Physical Chemistry,Van’t Hoff,"For electrolyte AB₂ dissociating completely, van’t Hoff factor i is:",1,2,3,1/2,C,AB₂ → A²⁺ + 2B⁻ ⇒ 3 particles Common trap: picking a value close to the correct one without applying the formula.
chem_adv_095,Chemistry,Physical Chemistry,Energy Profiles,A catalyst lowers:,ΔH,ΔG,Activation energy Ea,Equilibrium composition,C,Alternate low-Ea pathway Common trap: picking a value close to the correct one without applying the formula.
chem_adv_096,Chemistry,Organic Chemistry,Reactivity,Allylic bromination occurs readily because:,Allylic radical resonance stabilized,Weak C–H bond at allylic,Both A and B,None,D,Resonance + lower BDE Common trap: picking a value close to the correct one without applying the formula.
chem_adv_097,Chemistry,Organic Chemistry,Carb. deriv,Acyl chlorides react with alcohols to give:,Aldehydes,Esters,Amides,Alkanes,B,Nucleophilic acyl substitution Common trap: picking a value close to the correct one without applying the formula.
chem_adv_098,Chemistry,Organic Chemistry,Oxidation,Secondary alcohol on PCC oxidation gives:,Aldehyde,Carboxylic acid,Ketone,No reaction,C,PCC oxidizes 2° ROH → ketone Common trap: picking a value close to the correct one without applying the formula.
chem_adv_099,Chemistry,Organic Chemistry,Regioselectivity,Hydroboration–oxidation of alkenes gives alcohol with OH at:,More substituted carbon,Less substituted carbon,Random,No addition,B,"Anti-Markovnikov, syn addition Common trap: picking a value close to the correct one without applying the formula."
